source,target,title,conference,year1,year2
1,218,Adaptive Extraction and Quantification of Geophysical Vortices,Vis,2011,2011
268,218,Adaptive Extraction and Quantification of Geophysical Vortices,Vis,2011,2011
144,26,An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces,Vis,2011,2011
170,285,Asymmetric Tensor field Visualization for Surfaces,Vis,2011,2011
233,23,Authalic Parameterization of General Surfaces Using Lie Advection,Vis,2011,2011
233,71,Context Preserving Maps of Tubular Structures,Vis,2011,2011
268,1,Feature-Based Statistical Analysis of Combustion Simulation Data,Vis,2011,2011
274,55,Features in Continuous Parallel Coordinates,Vis,2011,2011
265,3,GPU-Based Interactive Cut-Surface Extraction From High-Order finite Element fields,Vis,2011,2011
54,145,Image Plane Sweep Volume Illumination,Vis,2011,2011
180,291,Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization,Vis,2011,2011
45,70,Interactive Virtual Probing of 4D MRI Blood-Flow,Vis,2011,2011
76,204,Interactive Volume Visualization of General Polyhedral Grids,Vis,2011,2011
76,242,Interactive Volume Visualization of General Polyhedral Grids,Vis,2011,2011
76,45,Interactive Volume Visualization of General Polyhedral Grids,Vis,2011,2011
204,242,Interactive Volume Visualization of General Polyhedral Grids,Vis,2011,2011
204,45,Interactive Volume Visualization of General Polyhedral Grids,Vis,2011,2011
242,45,Interactive Volume Visualization of General Polyhedral Grids,Vis,2011,2011
242,66,Interactive; Graph-based Visual Analysis of High-dimensional; Multi-parameter Fluorescence Microscopy Data in Toponomics,Vis,2011,2011
237,54,Multi-Touch Table System for Medical Visualization: Application to Orthopedic Surgery Planning,Vis,2011,2011
184,96,Nodes on Ropes: A Comprehensive Data and Control Flow for Steering Ensemble Simulations,Vis,2011,2011
184,45,Nodes on Ropes: A Comprehensive Data and Control Flow for Steering Ensemble Simulations,Vis,2011,2011
96,45,Nodes on Ropes: A Comprehensive Data and Control Flow for Steering Ensemble Simulations,Vis,2011,2011
4,45,Projection-Based Metal-Artifact Reduction for Industrial 3D X-ray Computed Tomography,Vis,2011,2011
9,256,Topological Spines: A Structure-preserving Visual Representation of Scalar fields,Vis,2011,2011
9,1,Topological Spines: A Structure-preserving Visual Representation of Scalar fields,Vis,2011,2011
256,1,Topological Spines: A Structure-preserving Visual Representation of Scalar fields,Vis,2011,2011
9,256,Towards Robust Topology of Sparsely Sampled Data,Vis,2011,2011
264,77,Tuner: Principled Parameter finding for Image Segmentation Algorithms Using Visual Response Surface Exploration,Vis,2011,2011
286,77,Two-Dimensional Time-Dependent Vortex Regions Based on the Acceleration Magnitude,Vis,2011,2011
111,30,Visualization of AMR Data With Multi-Level Dual-Mesh Interpolation,Vis,2011,2011
115,197,Visualization of Topological Structures in Area-Preserving Maps,Vis,2011,2011
249,45,Volume Analysis Using Multimodal Surface Similarity,Vis,2011,2011
37,235,WYSIWYG (What You See is What You Get) Volume Visualization,Vis,2011,2011
295,251,Articulated Planar Reformation for Change Visualization in Small Animal Imaging,Vis,2010,2010
254,42,Direct Interval Volume Visualization,Vis,2010,2010
274,55,Discontinuities in Continuous Scatter Plots,Vis,2010,2010
45,70,Exploration of 4D MRI Blood Flow using Stylistic Visualization,Vis,2010,2010
197,171,Fast; Memory-Efficient Cell Location in Unstructured Grids for Visualization,Vis,2010,2010
183,188,FI3D: Direct-Touch Interaction for the Exploration of 3D Scientific Visualization Spaces,Vis,2010,2010
278,81,Illustrative Stream Surfaces,Vis,2010,2010
278,151,Illustrative Stream Surfaces,Vis,2010,2010
81,151,Illustrative Stream Surfaces,Vis,2010,2010
83,247,Interactive Histology of Large-Scale Biomedical Image Stacks,Vis,2010,2010
83,60,Interactive Histology of Large-Scale Biomedical Image Stacks,Vis,2010,2010
247,60,Interactive Histology of Large-Scale Biomedical Image Stacks,Vis,2010,2010
55,247,Interactive Separating Streak Surfaces,Vis,2010,2010
236,214,Interactive Vector field Feature Identification,Vis,2010,2010
266,130,Interactive Visual Analysis of Multiple Simulation Runs Using the Simulation Model View: Understanding and Tuning of an Electronic Unit Injector,Vis,2010,2010
266,271,Interactive Visual Analysis of Multiple Simulation Runs Using the Simulation Model View: Understanding and Tuning of an Electronic Unit Injector,Vis,2010,2010
130,271,Interactive Visual Analysis of Multiple Simulation Runs Using the Simulation Model View: Understanding and Tuning of an Electronic Unit Injector,Vis,2010,2010
113,126,Interactive Visualization of Hyperspectral Images of Historical Documents,Vis,2010,2010
197,218,IRIS: Illustrative Rendering for Integral Surfaces,Vis,2010,2010
197,117,IRIS: Illustrative Rendering for Integral Surfaces,Vis,2010,2010
197,171,IRIS: Illustrative Rendering for Integral Surfaces,Vis,2010,2010
218,117,IRIS: Illustrative Rendering for Integral Surfaces,Vis,2010,2010
218,171,IRIS: Illustrative Rendering for Integral Surfaces,Vis,2010,2010
117,171,IRIS: Illustrative Rendering for Integral Surfaces,Vis,2010,2010
12,258,Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty,Vis,2010,2010
207,53,Projector Placement Planning for High Quality Visualizations on Real-World Colored Objects,Vis,2010,2010
249,264,Result-Driven Exploration of Simulation Parameter Spaces for Visual Effects Design,Vis,2010,2010
235,37,Scalable Multi-variate Analytics of Seismic and Satellite-based Observational Data,Vis,2010,2010
235,10,Scalable Multi-variate Analytics of Seismic and Satellite-based Observational Data,Vis,2010,2010
37,10,Scalable Multi-variate Analytics of Seismic and Satellite-based Observational Data,Vis,2010,2010
282,237,Spatial Conditioning of Transfer Functions Using Local Material Distributions,Vis,2010,2010
282,54,Spatial Conditioning of Transfer Functions Using Local Material Distributions,Vis,2010,2010
237,54,Spatial Conditioning of Transfer Functions Using Local Material Distributions,Vis,2010,2010
11,55,Streak Lines as Tangent Curves of a Derived Vector field,Vis,2010,2010
233,71,Supine and Prone Colon Registration Using Quasi-Conformal Mapping,Vis,2010,2010
290,214,Two-Phase Mapping for Projecting Massive Data Sets,Vis,2010,2010
290,236,Two-Phase Mapping for Projecting Massive Data Sets,Vis,2010,2010
214,236,Two-Phase Mapping for Projecting Massive Data Sets,Vis,2010,2010
1,268,Visual Exploration of High Dimensional Scalar Functions,Vis,2010,2010
1,227,Visual Exploration of High Dimensional Scalar Functions,Vis,2010,2010
268,227,Visual Exploration of High Dimensional Scalar Functions,Vis,2010,2010
4,45,Visual Optimality and Stability Analysis of 3DCT Scan Positions,Vis,2010,2010
9,74,Visualization by Proxy: A Novel Framework for Deferred Interaction with Volume Data,Vis,2010,2010
184,96,World Lines,Vis,2010,2010
184,45,World Lines,Vis,2010,2010
96,45,World Lines,Vis,2010,2010
165,12,A Novel Interface for Interactive Exploration of DTI fibers,Vis,2009,2009
165,85,A Novel Interface for Interactive Exploration of DTI fibers,Vis,2009,2009
12,85,A Novel Interface for Interactive Exploration of DTI fibers,Vis,2009,2009
12,258,A User Study to Compare Four Uncertainty Visualization Methods for 1D and 2D Datasets,Vis,2009,2009
204,45,A Visual Approach to Efficient Analysis and Quantification of Ductile Iron and Reinforced Sprayed Concrete,Vis,2009,2009
249,45,BrainGazer - Visual Queries for Neurobiology Research,Vis,2009,2009
9,74,Curve-Centric Volume Reformation for Comparative Visualization,Vis,2009,2009
9,271,Curve-Centric Volume Reformation for Comparative Visualization,Vis,2009,2009
74,271,Curve-Centric Volume Reformation for Comparative Visualization,Vis,2009,2009
83,247,Exploring the Millennium Run - Scalable Rendering of Large-Scale Cosmological Datasets,Vis,2009,2009
85,79,Focus+Context Route Zooming and Information Overlay in 3D Urban Environments,Vis,2009,2009
85,189,Focus+Context Route Zooming and Information Overlay in 3D Urban Environments,Vis,2009,2009
79,189,Focus+Context Route Zooming and Information Overlay in 3D Urban Environments,Vis,2009,2009
113,221,GL4D: A GPU-based Architecture for Interactive 4D Visualization,Vis,2009,2009
254,264,Hue-Preserving Color Blending,Vis,2009,2009
230,194,Interactive Coordinated Multiple-View Visualization of Biomechanical Motion Data,Vis,2009,2009
230,91,Interactive Coordinated Multiple-View Visualization of Biomechanical Motion Data,Vis,2009,2009
194,91,Interactive Coordinated Multiple-View Visualization of Biomechanical Motion Data,Vis,2009,2009
55,247,Interactive Streak Surface Visualization on the GPU,Vis,2009,2009
266,130,Interactive Visual Analysis of Complex Scientific Data as Families of Data Surfaces,Vis,2009,2009
266,271,Interactive Visual Analysis of Complex Scientific Data as Families of Data Surfaces,Vis,2009,2009
130,271,Interactive Visual Analysis of Complex Scientific Data as Families of Data Surfaces,Vis,2009,2009
189,85,Interactive Visual Optimization and Analysis for RfiD Benchmarking,Vis,2009,2009
189,235,Interactive Visual Optimization and Analysis for RfiD Benchmarking,Vis,2009,2009
85,235,Interactive Visual Optimization and Analysis for RfiD Benchmarking,Vis,2009,2009
23,233,Intrinsic Geometric Scale Space by Shape Diffusion,Vis,2009,2009
190,268,Loop surgery for volumetric meshes: Reeb graphs reduced to contour trees,Vis,2009,2009
189,165,Perception-Based Transparency Optimization for Direct Volume Rendering,Vis,2009,2009
189,85,Perception-Based Transparency Optimization for Direct Volume Rendering,Vis,2009,2009
165,85,Perception-Based Transparency Optimization for Direct Volume Rendering,Vis,2009,2009
96,134,Predictor-Corrector Schemes for Visualization ofSmoothed Particle Hydrodynamics Data,Vis,2009,2009
80,206,Sampling and Visualizing Creases with Scale-Space Particles,Vis,2009,2009
106,204,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,Vis,2009,2009
106,60,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,Vis,2009,2009
106,227,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,Vis,2009,2009
204,60,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,Vis,2009,2009
204,227,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,Vis,2009,2009
60,227,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,Vis,2009,2009
78,165,Structuring Feature Space: A Non-Parametric Method for Volumetric Transfer Function Generation,Vis,2009,2009
78,120,Structuring Feature Space: A Non-Parametric Method for Volumetric Transfer Function Generation,Vis,2009,2009
165,120,Structuring Feature Space: A Non-Parametric Method for Volumetric Transfer Function Generation,Vis,2009,2009
9,74,The Occlusion Spectrum for Volume Classification and Visualization,Vis,2009,2009
197,171,Time and Streak Surfaces for Flow Visualization in Large Time-Varying Data Sets,Vis,2009,2009
253,236,Verifiable Visualization for Isosurface Extraction,Vis,2009,2009
253,3,Verifiable Visualization for Isosurface Extraction,Vis,2009,2009
253,214,Verifiable Visualization for Isosurface Extraction,Vis,2009,2009
236,3,Verifiable Visualization for Isosurface Extraction,Vis,2009,2009
236,214,Verifiable Visualization for Isosurface Extraction,Vis,2009,2009
3,214,Verifiable Visualization for Isosurface Extraction,Vis,2009,2009
193,214,VisMashup: Streamlining the Creation of Custom Visualization Applications,Vis,2009,2009
263,81,Visual Exploration of Climate Variability Changes Using Wavelet Analysis,Vis,2009,2009
76,242,Visual Exploration of Nasal Airflow,Vis,2009,2009
76,77,Visual Exploration of Nasal Airflow,Vis,2009,2009
242,77,Visual Exploration of Nasal Airflow,Vis,2009,2009
96,184,Visual Human+Machine Learning,Vis,2009,2009
96,45,Visual Human+Machine Learning,Vis,2009,2009
184,45,Visual Human+Machine Learning,Vis,2009,2009
165,12,Volume Illustration of Muscle from Diffusion Tensor Images,Vis,2009,2009
165,120,Volume Illustration of Muscle from Diffusion Tensor Images,Vis,2009,2009
12,120,Volume Illustration of Muscle from Diffusion Tensor Images,Vis,2009,2009
123,117,Volume Ray Casting with Peak finding and Differential Sampling,Vis,2009,2009
6,132,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,Vis,2008,2008
190,1,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,Vis,2008,2008
190,218,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,Vis,2008,2008
190,268,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,Vis,2008,2008
1,218,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,Vis,2008,2008
1,268,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,Vis,2008,2008
218,268,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,Vis,2008,2008
263,81,Brushing of Attribute Clouds for the Visualization of Multivariate Data,Vis,2008,2008
82,32,Color Design for Illustrative Visualization,Vis,2008,2008
208,247,Direct Volume Editing,Vis,2008,2008
253,214,Edge Groups: An Approach to Understanding the Mesh Quality of Marching Methods,Vis,2008,2008
251,295,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,Vis,2008,2008
197,115,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,Vis,2008,2008
197,115,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,Vis,2008,2008
197,171,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,Vis,2008,2008
115,115,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,Vis,2008,2008
115,171,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,Vis,2008,2008
115,171,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,Vis,2008,2008
23,233,Geodesic Distance-weighted Shape Vector Image Diffusion,Vis,2008,2008
23,105,Geodesic Distance-weighted Shape Vector Image Diffusion,Vis,2008,2008
233,105,Geodesic Distance-weighted Shape Vector Image Diffusion,Vis,2008,2008
76,242,Hypothesis Generation in Climate Research with Interactive Visual Data Exploration,Vis,2008,2008
76,271,Hypothesis Generation in Climate Research with Interactive Visual Data Exploration,Vis,2008,2008
242,271,Hypothesis Generation in Climate Research with Interactive Visual Data Exploration,Vis,2008,2008
278,42,Interactive Comparison of Scalar fields Based on Largest Contours with Applications to Flow Visualization,Vis,2008,2008
278,81,Interactive Comparison of Scalar fields Based on Largest Contours with Applications to Flow Visualization,Vis,2008,2008
42,81,Interactive Comparison of Scalar fields Based on Largest Contours with Applications to Flow Visualization,Vis,2008,2008
266,130,Interactive Visual Steering - Rapid Visual Prototyping of a Common Rail Injection System,Vis,2008,2008
266,271,Interactive Visual Steering - Rapid Visual Prototyping of a Common Rail Injection System,Vis,2008,2008
130,271,Interactive Visual Steering - Rapid Visual Prototyping of a Common Rail Injection System,Vis,2008,2008
115,80,Invariant Crease Lines for Topological and Structural Analysis of Tensor fields,Vis,2008,2008
147,227,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,Vis,2008,2008
147,3,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,Vis,2008,2008
147,60,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,Vis,2008,2008
227,3,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,Vis,2008,2008
227,60,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,Vis,2008,2008
3,60,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,Vis,2008,2008
223,171,Query-Driven Visualization of Time-Varying Adaptive Mesh Refinement Data,Vis,2008,2008
85,189,Relation-Aware Volume Exploration Pipeline,Vis,2008,2008
253,42,Revisiting Histograms and Isosurface Statistics,Vis,2008,2008
253,214,Revisiting Histograms and Isosurface Statistics,Vis,2008,2008
42,214,Revisiting Histograms and Isosurface Statistics,Vis,2008,2008
66,66,Sinus Endoscopy - Application of Advanced GPU Volume Rendering for Virtual Endoscopy,Vis,2008,2008
9,74,Size-based Transfer Functions: A New Volume Exploration Technique,Vis,2008,2008
11,55,Smoke Surfaces: An Interactive Flow Visualization Technique Inspired by Real-World Flow Experiments,Vis,2008,2008
11,160,Smoke Surfaces: An Interactive Flow Visualization Technique Inspired by Real-World Flow Experiments,Vis,2008,2008
55,160,Smoke Surfaces: An Interactive Flow Visualization Technique Inspired by Real-World Flow Experiments,Vis,2008,2008
253,104,VisComplete: Automating Suggestions for Visualization Pipelines,Vis,2008,2008
253,193,VisComplete: Automating Suggestions for Visualization Pipelines,Vis,2008,2008
253,214,VisComplete: Automating Suggestions for Visualization Pipelines,Vis,2008,2008
104,193,VisComplete: Automating Suggestions for Visualization Pipelines,Vis,2008,2008
104,214,VisComplete: Automating Suggestions for Visualization Pipelines,Vis,2008,2008
193,214,VisComplete: Automating Suggestions for Visualization Pipelines,Vis,2008,2008
70,45,Visualization of Myocardial Perfusion Derived from Coronary Anatomy,Vis,2008,2008
113,221,Visualizing Multiwavelength Astrophysical Data,Vis,2008,2008
176,90,Visualizing Particle/Flow Structure Interactions in the Small Bronchial Tubes,Vis,2008,2008
10,226,Visualizing Temporal Patterns in Large Multivariate Data using Textual Pattern Matching,Vis,2008,2008
147,60,Volume MLS Ray Casting,Vis,2008,2008
233,105,An Effective Illustrative Visualization Framework Based on Photic Extremum Lines (PELs),Vis,2007,2007
82,32,Conjoint Analysis to Measure the Perceived Quality in Volume Rendering,Vis,2007,2007
11,55,Cores of Swirling Particle Motion in Unsteady Flows,Vis,2007,2007
11,77,Cores of Swirling Particle Motion in Unsteady Flows,Vis,2007,2007
55,77,Cores of Swirling Particle Motion in Unsteady Flows,Vis,2007,2007
70,45,CoViCAD: Comprehensive Visualization of Coronary Artery Disease,Vis,2007,2007
197,115,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,Vis,2007,2007
197,117,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,Vis,2007,2007
115,117,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,Vis,2007,2007
190,248,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,Vis,2007,2007
190,268,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,Vis,2007,2007
190,218,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,Vis,2007,2007
248,268,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,Vis,2007,2007
248,218,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,Vis,2007,2007
268,218,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,Vis,2007,2007
146,134,Efficient Visualization of Lagrangian Coherent Structures by filtered AMR Ridge Extraction,Vis,2007,2007
249,45,Enhancing Depth-Perception with Flexible Volumetric Halos,Vis,2007,2007
278,115,Generalized Streak Lines: Analysis and Visualization of Boundary Induced Vortices,Vis,2007,2007
278,263,Generalized Streak Lines: Analysis and Visualization of Boundary Induced Vortices,Vis,2007,2007
278,81,Generalized Streak Lines: Analysis and Visualization of Boundary Induced Vortices,Vis,2007,2007
115,263,Generalized Streak Lines: Analysis and Visualization of Boundary Induced Vortices,Vis,2007,2007
115,81,Generalized Streak Lines: Analysis and Visualization of Boundary Induced Vortices,Vis,2007,2007
263,81,Generalized Streak Lines: Analysis and Visualization of Boundary Induced Vortices,Vis,2007,2007
106,204,High-Quality Multimodal Volume Rendering for Preoperative Planning of Neurosurgical Interventions,Vis,2007,2007
9,99,Illustrative Deformation for Data Exploration,Vis,2007,2007
9,270,Illustrative Deformation for Data Exploration,Vis,2007,2007
99,270,Illustrative Deformation for Data Exploration,Vis,2007,2007
242,271,Interactive Visual Analysis of Perfusion Data,Vis,2007,2007
242,76,Interactive Visual Analysis of Perfusion Data,Vis,2007,2007
242,66,Interactive Visual Analysis of Perfusion Data,Vis,2007,2007
271,76,Interactive Visual Analysis of Perfusion Data,Vis,2007,2007
271,66,Interactive Visual Analysis of Perfusion Data,Vis,2007,2007
76,66,Interactive Visual Analysis of Perfusion Data,Vis,2007,2007
71,32,Lattice-Based Volumetric Global Illumination,Vis,2007,2007
197,117,Listener-based Analysis of Surface Importance for Acoustic Metrics,Vis,2007,2007
249,34,LiveSync: Deformed Viewing Spheres for Knowledge-Based Navigation,Vis,2007,2007
249,34,LiveSync: Deformed Viewing Spheres for Knowledge-Based Navigation,Vis,2007,2007
34,34,LiveSync: Deformed Viewing Spheres for Knowledge-Based Navigation,Vis,2007,2007
286,197,Moment Invariants for the Analysis of 2D Flow fields,Vis,2007,2007
286,218,Moment Invariants for the Analysis of 2D Flow fields,Vis,2007,2007
286,117,Moment Invariants for the Analysis of 2D Flow fields,Vis,2007,2007
197,218,Moment Invariants for the Analysis of 2D Flow fields,Vis,2007,2007
197,117,Moment Invariants for the Analysis of 2D Flow fields,Vis,2007,2007
218,117,Moment Invariants for the Analysis of 2D Flow fields,Vis,2007,2007
263,278,Multifield Visualization Using Local Statistical Complexity,Vis,2007,2007
263,81,Multifield Visualization Using Local Statistical Complexity,Vis,2007,2007
278,81,Multifield Visualization Using Local Statistical Complexity,Vis,2007,2007
253,193,Querying and Creating Visualizations by Analogy,Vis,2007,2007
253,214,Querying and Creating Visualizations by Analogy,Vis,2007,2007
193,214,Querying and Creating Visualizations by Analogy,Vis,2007,2007
76,204,Scalable Hybrid Unstructured and Structured Grid Raycasting,Vis,2007,2007
76,242,Scalable Hybrid Unstructured and Structured Grid Raycasting,Vis,2007,2007
76,271,Scalable Hybrid Unstructured and Structured Grid Raycasting,Vis,2007,2007
204,242,Scalable Hybrid Unstructured and Structured Grid Raycasting,Vis,2007,2007
204,271,Scalable Hybrid Unstructured and Structured Grid Raycasting,Vis,2007,2007
242,271,Scalable Hybrid Unstructured and Structured Grid Raycasting,Vis,2007,2007
249,45,Semantic Layers for Illustrative Volume Rendering,Vis,2007,2007
4,45,Surface Extraction from Multi-Material Components for Metrology using Dual Energy CT,Vis,2007,2007
94,1,Topological Landscapes: A Terrain Metaphor for Scientific Data,Vis,2007,2007
94,268,Topological Landscapes: A Terrain Metaphor for Scientific Data,Vis,2007,2007
1,268,Topological Landscapes: A Terrain Metaphor for Scientific Data,Vis,2007,2007
55,160,Topological Visualization of Brain Diffusion MRI Data,Vis,2007,2007
190,284,Topologically Clean Distance fields,Vis,2007,2007
190,268,Topologically Clean Distance fields,Vis,2007,2007
190,218,Topologically Clean Distance fields,Vis,2007,2007
284,268,Topologically Clean Distance fields,Vis,2007,2007
284,218,Topologically Clean Distance fields,Vis,2007,2007
268,218,Topologically Clean Distance fields,Vis,2007,2007
147,3,Topology; Accuracy; and Quality of Isosurface Meshes Using Dynamic Particles,Vis,2007,2007
147,227,Topology; Accuracy; and Quality of Isosurface Meshes Using Dynamic Particles,Vis,2007,2007
3,227,Topology; Accuracy; and Quality of Isosurface Meshes Using Dynamic Particles,Vis,2007,2007
229,271,Two-Level Approach to Efficient Visualization of Protein Dynamics,Vis,2007,2007
282,237,Uncertainty Visualization in Medical Volume Rendering Using Probabilistic Animation,Vis,2007,2007
282,54,Uncertainty Visualization in Medical Volume Rendering Using Probabilistic Animation,Vis,2007,2007
237,54,Uncertainty Visualization in Medical Volume Rendering Using Probabilistic Animation,Vis,2007,2007
113,221,Visualizing Large-Scale Uncertainty in Astrophysical Data,Vis,2007,2007
264,254,A Spectral Analysis of Function Composition and its Implications for Sampling in Direct Volume Visualization,Vis,2006,2006
229,45,Caricaturistic Visualization,Vis,2006,2006
208,83,ClearView: An Interactive Context Preserving Hotspot Visualization Technique,Vis,2006,2006
208,247,ClearView: An Interactive Context Preserving Hotspot Visualization Technique,Vis,2006,2006
83,247,ClearView: An Interactive Context Preserving Hotspot Visualization Technique,Vis,2006,2006
24,117,Comparative Visualization for Wave-based and Geometric Acoustics,Vis,2006,2006
24,163,Comparative Visualization for Wave-based and Geometric Acoustics,Vis,2006,2006
117,163,Comparative Visualization for Wave-based and Geometric Acoustics,Vis,2006,2006
30,111,Concurrent Visualization in a Production Supercomputing Environment,Vis,2006,2006
249,45,Exploded Views for Volume Data,Vis,2006,2006
182,119,Extensions of the Zwart-Powell Box Spline for Volumetric Data Reconstruction on the Cartesian Lattice,Vis,2006,2006
256,260,Fast and Efficient Compression of Floating-Point Data,Vis,2006,2006
9,99,Feature Aligned Volume Manipulation for Illustration and Visualization,Vis,2006,2006
9,270,Feature Aligned Volume Manipulation for Illustration and Visualization,Vis,2006,2006
99,270,Feature Aligned Volume Manipulation for Illustration and Visualization,Vis,2006,2006
282,237,Full Body Virtual Autopsies using a State-of-the-art Volume Rendering Pipeline,Vis,2006,2006
282,54,Full Body Virtual Autopsies using a State-of-the-art Volume Rendering Pipeline,Vis,2006,2006
