source,target,title,conference,year1,year2
3704,1176,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
3704,942,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
3704,1137,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4215,1222,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4215,4159,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4215,3401,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4215,1176,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4215,942,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4215,1137,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
1222,4159,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
1222,3401,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
1222,1176,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
1222,942,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
1222,1137,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4159,3401,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4159,1176,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4159,942,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
4159,1137,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
3401,1176,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
3401,942,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
3401,1137,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
1176,942,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
1176,1137,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
942,1137,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,Vis,2012,2012
1271,1453,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
1271,723,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
1271,3585,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
1271,45,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
1453,723,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
1453,3585,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
1453,45,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
723,3585,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
723,45,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
3585,45,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,Vis,2012,2012
4158,2399,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
4158,452,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
4158,2947,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
4158,2110,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
2399,452,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
2399,2947,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
2399,2110,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
452,2947,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
452,2110,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
2947,2110,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,Vis,2012,2012
2794,1,Computing Morse-Smale Complexes with Accurate Geometry,Vis,2012,2012
2794,4094,Computing Morse-Smale Complexes with Accurate Geometry,Vis,2012,2012
1,4094,Computing Morse-Smale Complexes with Accurate Geometry,Vis,2012,2012
4162,1264,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,Vis,2012,2012
4162,1177,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,Vis,2012,2012
1264,1177,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,Vis,2012,2012
389,2536,Derived Metric Tensors for Flow Surface Visualization,Vis,2012,2012
298,3752,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,Vis,2012,2012
298,1697,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,Vis,2012,2012
298,878,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,Vis,2012,2012
3752,1697,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,Vis,2012,2012
3752,878,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,Vis,2012,2012
1697,878,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,Vis,2012,2012
3247,1241,Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,Vis,2012,2012
3247,2676,Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,Vis,2012,2012
3247,2754,Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,Vis,2012,2012
1241,2676,Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,Vis,2012,2012
1241,2754,Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,Vis,2012,2012
2676,2754,Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,Vis,2012,2012
2503,201,ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,Vis,2012,2012
2503,38,ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,Vis,2012,2012
2503,4062,ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,Vis,2012,2012
201,38,ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,Vis,2012,2012
201,4062,ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,Vis,2012,2012
38,4062,ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,Vis,2012,2012
1637,2462,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
1637,1480,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
1637,4487,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
1637,3822,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
2462,1480,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
2462,4487,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
2462,3822,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
1480,4487,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
1480,3822,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
4487,3822,Evaluation of Fast-Forward Video Visualization,Vis,2012,2012
1084,683,Evaluation of Multivariate Visualization on a Multivariate Task,Vis,2012,2012
1084,1429,Evaluation of Multivariate Visualization on a Multivariate Task,Vis,2012,2012
683,1429,Evaluation of Multivariate Visualization on a Multivariate Task,Vis,2012,2012
3810,1189,Fuzzy Volume Rendering,Vis,2012,2012
1538,4094,Generalized Topological Simplification of Scalar fields on Surfaces,Vis,2012,2012
3706,2203,Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms,Vis,2012,2012
3706,793,Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms,Vis,2012,2012
2203,793,Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms,Vis,2012,2012
604,3029,Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,Vis,2012,2012
604,2110,Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,Vis,2012,2012
604,926,Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,Vis,2012,2012
3029,2110,Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,Vis,2012,2012
3029,926,Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,Vis,2012,2012
2110,926,Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,Vis,2012,2012
3891,2226,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,Vis,2012,2012
3891,591,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,Vis,2012,2012
2226,591,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,Vis,2012,2012
1251,2261,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1251,206,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1251,2837,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1251,1178,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1251,3350,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1251,1844,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1251,1700,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2261,206,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2261,2837,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2261,1178,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2261,3350,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2261,1844,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2261,1700,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
206,2837,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
206,1178,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
206,3350,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
206,1844,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
206,1700,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2837,1178,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2837,3350,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2837,1844,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
2837,1700,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1178,3350,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1178,1844,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1178,1700,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
3350,1844,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
3350,1700,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
1844,1700,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,Vis,2012,2012
3148,1550,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,Vis,2012,2012
3148,1996,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,Vis,2012,2012
3148,985,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,Vis,2012,2012
1550,1996,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,Vis,2012,2012
1550,985,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,Vis,2012,2012
1996,985,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,Vis,2012,2012
702,3086,KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves,Vis,2012,2012
702,3594,KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves,Vis,2012,2012
702,1403,KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves,Vis,2012,2012
3086,3594,KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves,Vis,2012,2012
3086,1403,KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves,Vis,2012,2012
3594,1403,KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves,Vis,2012,2012
2472,1436,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2472,3852,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2472,2687,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2472,4,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2472,891,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2472,4072,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2472,1987,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
1436,3852,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
1436,2687,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
1436,4,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
1436,891,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
1436,4072,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
1436,1987,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
3852,2687,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
3852,4,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
3852,891,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
3852,4072,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
3852,1987,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2687,4,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2687,891,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2687,4072,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
2687,1987,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
4,891,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
4,4072,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
4,1987,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
891,4072,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
891,1987,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
4072,1987,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,Vis,2012,2012
1246,467,Multivariate Data Analysis Using Persistence-Based filtering and Topological Signatures,Vis,2012,2012
1246,3013,Multivariate Data Analysis Using Persistence-Based filtering and Topological Signatures,Vis,2012,2012
467,3013,Multivariate Data Analysis Using Persistence-Based filtering and Topological Signatures,Vis,2012,2012
419,2257,On the Interpolation of Data with Normally Distributed Uncertainty for Visualization,Vis,2012,2012
419,1284,On the Interpolation of Data with Normally Distributed Uncertainty for Visualization,Vis,2012,2012
2257,1284,On the Interpolation of Data with Normally Distributed Uncertainty for Visualization,Vis,2012,2012
3111,3608,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3111,657,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3111,3639,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3111,940,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3111,3148,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3608,657,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3608,3639,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3608,940,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3608,3148,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
657,3639,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
657,940,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
657,3148,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3639,940,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
3639,3148,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
940,3148,SeiVis: An Interactive Visual Subsurface Modeling Application,Vis,2012,2012
916,2687,Sketching Uncertainty into Simulations,Vis,2012,2012
916,2392,Sketching Uncertainty into Simulations,Vis,2012,2012
916,3187,Sketching Uncertainty into Simulations,Vis,2012,2012
916,832,Sketching Uncertainty into Simulations,Vis,2012,2012
2687,2392,Sketching Uncertainty into Simulations,Vis,2012,2012
2687,3187,Sketching Uncertainty into Simulations,Vis,2012,2012
2687,832,Sketching Uncertainty into Simulations,Vis,2012,2012
2392,3187,Sketching Uncertainty into Simulations,Vis,2012,2012
2392,832,Sketching Uncertainty into Simulations,Vis,2012,2012
3187,832,Sketching Uncertainty into Simulations,Vis,2012,2012
1253,3014,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
1253,105,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
1253,3075,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
1253,4042,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
1253,2205,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
3014,105,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
3014,3075,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
3014,4042,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
3014,2205,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
105,3075,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
105,4042,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
105,2205,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
3075,4042,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
3075,2205,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
4042,2205,Structure-Aware Lighting Design for Volume Visualization,Vis,2012,2012
1385,1122,Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,Vis,2012,2012
1385,1672,Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,Vis,2012,2012
1122,1672,Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,Vis,2012,2012
402,3974,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
402,476,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
402,4126,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
402,2610,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
402,3728,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
3974,476,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
3974,4126,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
3974,2610,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
3974,3728,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
476,4126,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
476,2610,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
476,3728,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
4126,2610,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
4126,3728,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
2610,3728,Turbulence Visualization at the Terascale on Desktop PCs,Vis,2012,2012
2196,3423,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,1358,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,2671,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,3787,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,742,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,816,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,4409,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,2664,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,2765,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,508,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,1442,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,2208,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
2196,3117,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,1358,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,2671,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,3787,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,742,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,816,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,4409,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,2664,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,2765,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,508,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,1442,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,2208,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
3423,3117,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
1358,2671,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
1358,3787,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
1358,742,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
1358,816,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
1358,4409,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
1358,2664,Visual Data Analysis as an Integral Part of Environmental Management,Vis,2012,2012
